algo,round_index,seed,ticks,killed,remaining,mean_survival_s,mean_compute_ops,decision_count,total_compute_ops
transformer_train,165,20260988,2400,11,9,16.55200000,45311.79841897,13915,630513675.00000000
transformer_train,166,20260989,2400,12,8,14.50550000,45311.90094676,9823,445098803.00000000
transformer_train,167,20260990,2400,10,10,16.60250000,45310.97117374,14015,635033261.00000000
transformer_train,168,20260991,2400,12,8,14.10650000,45311.24620499,9025,408933997.00000000
transformer_train,169,20260992,2400,10,10,14.86500000,45310.35066414,10540,477571096.00000006
transformer_train,170,20260993,2400,11,9,15.01000000,45310.53005263,10831,490758350.99999994
transformer_train,171,20260994,2400,9,11,15.87400000,45310.35573784,12557,568962137.00000000
transformer_train,172,20260995,2400,11,9,14.61700000,45311.03822797,10045,455149379.00000000
transformer_train,173,20260996,2400,10,10,16.17350000,45311.17496390,13157,596159129.00000000
transformer_train,174,20260997,2400,12,8,14.42000000,45311.59676751,9652,437347532.00000000
transformer_train,175,20260998,2400,11,9,15.65950000,45311.67304204,12130,549630594.00000000
transformer_train,176,20260999,2400,9,11,16.33250000,45310.79783286,13474,610517690.00000000
transformer_train,177,20261000,2400,8,12,17.13600000,45310.74986737,15080,683286108.00000000
transformer_train,178,20261001,2400,9,11,16.81600000,45310.87147704,14441,654334295.00000000
transformer_train,179,20261002,2400,8,12,16.54250000,45310.31476283,13893,629496203.00000000
transformer_train,180,20261003,2400,10,10,16.34100000,45310.98606582,13492,611335824.00000000
transformer_train,181,20261004,2400,11,9,15.54700000,45311.02385552,11905,539427739.00000000
transformer_train,182,20261005,2400,9,11,16.04950000,45310.43926247,12908,584867150.00000000
transformer_train,183,20261006,2400,10,10,15.15350000,45310.08518485,11117,503712216.99999994
transformer_train,184,20261007,2400,10,10,16.12750000,45311.23559127,13065,591991293.00000000
transformer_train,185,20261008,2400,8,12,16.67350000,45310.42931826,14155,641369127.00000000
transformer_train,186,20261009,2400,10,10,16.24700000,45311.17964522,13304,602819934.00000000
transformer_train,187,20261010,2400,12,8,15.18600000,45311.68866237,11184,506765926.00000000
transformer_train,188,20261011,2400,10,10,16.34200000,45311.01408033,13494,611426824.00000000
transformer_train,189,20261012,2400,10,10,15.47150000,45310.24683060,11753,532531331.00000000
transformer_train,190,20261013,2400,9,11,16.78050000,45311.02574809,14370,651119440.00000000
transformer_train,191,20261014,2400,11,9,15.48150000,45311.56803126,11774,533498402.00000000
transformer_train,192,20261015,2400,8,12,16.94650000,45310.52370587,14701,666110009.00000000
transformer_train,193,20261016,2400,8,12,16.97450000,45310.66944501,14757,668649549.00000000
transformer_train,194,20261017,2400,10,10,15.37650000,45310.72688749,11563,523927934.99999994
transformer_train,195,20261018,2400,12,8,14.75850000,45311.73811598,10329,468024943.00000000
transformer_train,196,20261019,2400,9,11,15.86800000,45310.22742128,12545,568416803.00000000
transformer_train,197,20261020,2400,12,8,14.18800000,45311.46038311,9188,416321698.00000000
transformer_train,198,20261021,2400,12,8,14.51250000,45311.64714852,9837,445730673.00000000
transformer_train,199,20261022,2400,10,10,15.49950000,45310.60792616,11809,535072969.00000000
